Name,Stars,Rewatch,Review
_gusm_,★★★★½,Watched,"Filme sensacional, mas que pra mim o final deixa a desejar em alguns aspectos, além de parte do roteiro ser muuuuuuito piegas e isso não ser bem fundamentado em tela. Ele tenta gerar emoção, mas isso é mais dito do que mostrado e fica muito brega (não quero dar detalhes pra não ser spoiler). Porém isso é só um pequeno detalhe. Se o filme tivesse uma justificativa menos piegas, ou que ela fosse mais convincente, e o final fosse mais consistente (isso porque a ação final do protagonista não faz nenhum sentido porque é quase um furo de roteiro) aí o filme seria perfeito"
sittinginaboat,★★★★★,Watched,holy shit
sadmupett,★★★★★,Watched,"ESPECTACULAR, cada detalle de ésta película está muy bien logrado, visualmente es espectacular, musicalmente es perfecta, las actuaciones están muy bien hechas y la historia te tiene tenso cada segundo mientras ves la película, de mis películas favoritas.Christopher Nolan es un genio controlando el tiempo de las películas, si pudiera le daría como 10 estrellas a esta película."
oliviasmedia,★★★★★,Watched,wow. just wow.this movie actually made me get into movies again and made me rethink how I see them.
guinhow,★★★★,Watched,Q dor de cabeça
mckenzieeaster,★★★★,Watched,Nolan really used the essence of time to his advantage in this film huh? Also the near end of this film had me on the edge and stressed tf out at the same time. ALSO WHO WAS GONNA TELL ME TIMMY WAS IN THIS FILM
mariacstalcup,★★★★★,Watched,What a splendid movie!
goober_guy,★★★★★,Watched,cried so much during this movie i had a migraine afterwards
lachlan_prowse,★★★★★,Watched,When they were talking about the bravest people in the world going on the first expedition to another galaxy the last person I expected to see was Matt Damon
wubbin,★★★★★,Watched,ate and left no crumbs
claritaazzolin,★★★★,Watched,me voló la cabeza
nkalpakjian,★★★★★,Watched,can’t wait to see this in imax
beenja,★★★★★,Watched,esto es cine carajo
livingtragedies,★★★★★,Watched,"seeing a father’s love for his daughter transcend everything — i think that’s just so heartwarming and beautiful. i cry every time. i always watch this with my dad now too :,)"
may_03,★★★★★,Watched,dios q delirio audiovisual quede asi 😦
sarkis01,★★½,Watched,"Interestelar é um filme perfeito pra um adolescente de 14 anos que acabou de adentrar no mundo das dições científicas, contanto, está longe de ser um filme bom. São inúmeros os problemas presentes no filme, além da trama não coerente e por muitas vezes contraditórias, essa ambientação extremamente séria que o filme tenta ter, só atrapalha a si mesmo, quando você percebe que os conceitos de viajem no tempo são do mesmo nível que os usados em ultimato. E ele tentar te empurrar um ideia que ele é um filme para só mentes inteligentes, só deixa isso mais engraçado."
_whosfelipx,★★★★★,Watched,"esse é um dos filmes mais bonitos e incríveis sobre astronomia e drama que eu já assisti, é um tanto emocionante em todos os momentos. As quase 3 horas de filme compensam muito!"
ashahw,★★★★★,Watched,i'll watch anything mathew is in
alexialuan,★★★★★,Watched,"dioooooos mi mente, Christopher Nolan  eres el p*to amo"
patty_goat,★★★★★,Watched,"Meilleur film qui existe, histoire, dénouement, image"
luawsrz,★★★★★,Watched,minha mente explodiu com esse filme socorro
golsonallen,★★★★★,Watched,🥹
be11aharv,★★★★★,Watched,i am still crying
notzackkk,★★★★½,Watched,PEAK FICTION!!! Fun watch great acting but not a science expert to fully understand
02tylerrobert,★★★★★,Watched,A truly visceral experience that I will not soon forget
aizeno,★★★★★,Watched,OG.
khwillia23,★★★★★,Watched,"the most breathtaking, incredible, miraculous headache of all time"
andrewinfu,★★★★½,Watched,"Sucker for aliens movies and the concept of time movies,  this one is unreal and could be true."
claraneves,★★★★,Watched,não sei nada de ficção científica mas amei
alexisholly,No rating,Watched,what happens now?
aginn600,★★★★★,Watched,astronaut man made me sad
zazz_,★★★★½,Watched,Space went crazy
imhattab,★★★,Watched,I respect the vision and the artistry of this movie. I know it’s iconic and Christopher Nolan is amazing but I just didn’t love this movie! I do really like Matthew mconaughey and Anne Hathaway but it just didn’t do it for me. I was excited for a space movie and I can’t put my finger on it but I wasn’t into this one. The ending was sweet but not my idea of a perfect ending. I don’t love when…
dhrusolanki,★★★★★,Watched,Another one I should’ve seen a long time ago…and Oh. My. Days. Genuinely unbelievable…
lieserrreese,★★★★★,Watched,this made my little nerd heart so happy & also violently sob
channyd,★★★★★,Watched,Cinematography: 10Sound: 10Acting: 10Plot: 10Pace: 10OVERALL: 10
kivyvimes,No rating,Watched,"So the issue is that I have made it a personal mission to dislike what I’ve deemed boy movies, but this rocked too hard love is the answer I cried a lot.Shout out Matthew for looking believably like he was from Iowa and Jessica Chastain for being named Murph."
caslito7519,★★★,Watched,"Nice visuals and an excellent soundtrack. The Earth is dying, but we don't know why. The visuals of space, black holes, and far-off planets are absolutely stunning and make the movie worth watching for that alone.But fair warning: The movie can get a bit tedious. It's nearly three hours long, and there are parts that feel like they're dragging.The emotional scenes are hit or miss. Interstellar is a mixed bag. It's visually stunning and has some really cool ideas, but it can be a bit heavy and slow in parts."
eyeout4meliner,★★★★,Watched,"Matthew’s range of emotions and Nolan’s use of sound makes this film fucking amazing. The pacing in the beginning was phenomenal, however, it lost flow towards the end."
elandres211,★★★★★,Watched,Peliculon
pashosm,★★★★,Watched,"This movie is great and all, with really cinematic and exciting stuff but the ending really just doesn’t make much sense.Does he not want to be with his daughter? The time traveling is also really weird."
anshumadridista,★★★★★,Watched,"Having obsessively watched this movie again and again over the years, I expect it to lose some spark eventually but that day hasn’t come yet. I’m always amazed, awestruck and dazed.The scene where Cooper goes through years of archived video messages and the docking sequence move me every time."
starvinxarvin,★★★★½,Watched,Soy incapaz de ver esta pelicula sin llorar minimo 3 veces. La potencia que tiene esta pelicula en los momentos dramaticos es una cosa...
dyngvaal,★★★★★,Watched,"DIOS. MIO. simplemente ame está película, amo la mezcla q tiene entre lo científico y lo emocional, m pegue sus lloraditas entre medio y todo. sobre todo me encantó la representación visual que tiene, el como muestran el universo, los agujeros negros, etc. Simplemente ame, mi nueva película fav 😽"
elleenn,★★★★,Watched,UAU.três horas em completo silêncio.
salasf,★★★★★,Watched,"Nuevamente Nolan siendo Nolan. Clásico de su universo cinematográfico en el que el tiempo es un recurso constante.Una relación padre-hija que salva a la humanidad a través del amor, con una rigurosidad científica hasta el punto en el que el guión no la necesita más, recomendable para los amantes de la cs ficción."
opiumvictoria,★★★★★,Watched,holy shit
wetraindrops,★★★★★,Watched,My dad bought the 4K so I got to experience this EVENT of a movie for the first time on the tv with surround sound (I’m sorry but my dad insisted on watching it!)I was confused AS HELL because as usual Christopher Nolan twisted my brain into a pretzel in the best way. But the more I think the more I realize the importance of gravity (and love) as opposed to time and space. It’s brilliant in a movie…
azukinha,★★★★★,Watched,muito foda
stitches4u,★★★★★,Watched,auu.auuuuhhAAAUUUGHH AAAAHHHHH AAAHHHHH AHHH AHHHHHH AHHHHHHHHHHH AAUUUU AUU AUU
maryjnige,★★★,Watched,POOGstellar brought me here
ned1k,★★★★★,Watched,Watching this in theatres was a spiritual experience. I still remember my initial reaction to seeing Coop trying to get his past self to stay to this day.
crabulon,★★★★★,Watched,"This review may contain spoilers.I can handle the truth.On a bit of a Jessica Chastain kick ATM. God she's so good.As is this film. I'm not sure it's got the rewatchability that Inception has, but it's beyond a shadow of a doubt top 3 Nolan.Hopefully at some point in my life I will be able to watch this in a cinema. There's not much more that I want out of life than to hear No Time for Caution on those speakers and watch the docking sequence on the big screen."
ddkkhh,★★★★★,Watched,If Michelangelo made a movie
diigo,★★★★,Watched,"Very cool but didn’t change my life or anything, but still cool 😃👍"
mjoftheday,★★★★★,Watched,palate cleanser
rmccue,★★★★★,Watched,now we’re just here to be memories for our kids…you're the ghost of your children’s futureincredibly hot take but it’s come to my attention that i’m a huge chris nolan girly
michaelabird,★★★★★,Watched,i listen to the movie soundtrack on the airplane. i find the movie on the airplane. i start the movie. i start crying immediately. louise brealy is next to me
ckfilmcritic,★★★★★,Watched,This simply shocked meMy boy Nolan cooked he mixed a great story with science and it made perfection. There was so many points in this movie that I had no idea what was about to happen and my mouth was on the ground in awwww
jumfaria,★★★★★,Watched,"Nunca senti minha cabeça explodir tanto igual vendo esse filme. A trilha sonora é perfeita, a fotografia tb, os atores mais ainda e a história não tem nem o que dizer. Claramente um filme que te deixa com uma puta crise existencial de como somos tão irrelevantes"
